City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Andros Town,BS,24.7,-77.7667,76.96,67,98,10.6,overcast clouds
457,Bensonville,LR,6.4461,-10.6125,76.55,95,15,2.51,light rain
458,Bossangoa,CF,6.4926,17.4552,70.03,94,100,3.33,overcast clouds
459,San Policarpo,PH,12.1791,125.5072,82.67,85,99,11.05,overcast clouds
460,Shaunavon,CA,49.6501,-108.4181,40.78,71,61,9.19,broken clouds
461,Asyut,EG,27.181,31.1837,64.58,49,0,6.76,clear sky
462,Yumbel,CL,-37.0833,-72.5667,50.72,89,1,3.29,clear sky
463,Madras,IN,13.0878,80.2785,76.98,100,90,3.44,light rain
464,Puerto Escondido,MX,15.85,-97.0667,78.64,81,39,3.53,scattered clouds
465,Dapaong,TG,10.8639,0.205,77.36,35,5,4.09,clear sky
466,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,42,0,8.95,clear sky
467,Rapid Valley,US,44.0625,-103.1463,48.97,66,1,1.01,clear sky
468,Jacareacanga,BR,-6.2222,-57.7528,72.55,97,100,1.21,moderate rain
469,Alexandria,EG,31.2156,29.9553,67.96,83,0,3.44,clear sky
470,Nioro,GM,13.35,-15.75,75.38,84,74,5.57,broken clouds
471,May Pen,JM,17.9645,-77.2451,79.81,88,11,3.65,few clouds
472,Iranshahr,IR,27.2025,60.6848,66.54,24,0,6.91,clear sky
473,Atambua,ID,-9.1061,124.8925,88.48,51,78,4.52,broken clouds
474,Garmsar,IR,35.2182,52.3409,61.23,53,2,4.54,clear sky
475,Balaipungut,ID,1.05,101.2833,82.81,68,100,3.96,overcast clouds
476,Moron,AR,-34.6534,-58.6198,71.96,89,44,4.88,scattered clouds
477,Rio Claro,BR,-22.4114,-47.5614,71.42,83,32,3.91,scattered clouds
478,Bodden Town,KY,19.2833,-81.25,77.0,92,75,4.0,broken clouds
479,Tsabong,BW,-26.0217,22.401,67.3,21,2,9.31,clear sky
480,Yichang,CN,30.7144,111.2847,66.2,66,74,2.51,broken clouds
481,Price,US,39.5994,-110.8107,49.12,53,1,9.22,clear sky
482,Pozo Colorado,PY,-23.4923,-58.7972,78.78,57,1,5.26,clear sky
483,Daru,PG,-9.0763,143.2092,82.17,79,37,14.14,scattered clouds
484,Kargasok,RU,59.0556,80.8572,13.98,68,100,13.76,overcast clouds
485,Tomatlan,MX,19.9333,-105.25,74.53,93,21,1.36,few clouds
486,Iqaluit,CA,63.7506,-68.5145,15.53,85,90,0.0,light snow
487,Cam Ranh,VN,11.9214,109.1591,85.96,66,20,9.22,few clouds
488,Salinopolis,BR,-0.6136,-47.3561,79.88,81,8,10.29,clear sky
489,Uvarovo,RU,51.9849,42.2615,43.52,80,100,15.79,heavy intensity rain
490,Gat,IL,31.61,34.7642,65.8,82,2,6.02,clear sky
491,Flinders,AU,-34.5833,150.8552,68.2,94,100,5.32,light rain
492,Coahuayana,MX,18.7333,-103.6833,76.57,87,100,1.92,overcast clouds
493,Ahuimanu,US,21.4447,-157.8378,83.91,64,1,11.5,light rain
494,Maymyo,MM,22.0333,96.4667,70.07,88,42,1.1,scattered clouds
495,Vanavara,RU,60.34,102.2797,4.66,77,100,8.28,overcast clouds
496,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,54,8.05,fog
497,Amapa,BR,1.0,-52.0,71.4,95,10,2.01,clear sky
498,Jinxi,CN,30.4323,116.2922,73.06,45,63,5.37,broken clouds
499,Buraydah,SA,26.326,43.975,64.85,25,0,4.92,clear sky
500,Dhidhdhoo,MV,6.8833,73.1,81.55,80,74,14.5,light rain
501,Atar,MR,20.5169,-13.0499,77.34,20,26,8.34,scattered clouds
502,Port-Gentil,GA,-0.7193,8.7815,77.9,86,100,10.25,moderate rain
503,Lokosovo,RU,61.1333,74.8167,15.87,89,100,10.98,overcast clouds
504,Shobara,JP,34.85,133.0167,63.9,74,21,5.61,light rain
505,Khipro,PK,25.8285,69.3772,77.23,21,0,6.02,clear sky
506,Griffith,US,41.5284,-87.4237,38.89,78,1,0.0,clear sky
507,Ilulissat,GL,69.2167,-51.1,26.85,95,100,7.31,light snow
508,Sterling,US,39.0062,-77.4286,45.25,83,90,0.0,overcast clouds
509,Igrim,RU,63.1906,64.4162,27.59,85,82,11.01,broken clouds
510,Vestmanna,FO,62.1564,-7.1664,36.52,87,75,4.61,broken clouds
511,Gazanjyk,TM,39.2446,55.5154,58.5,51,100,12.84,overcast clouds
512,Ranau,MY,5.9538,116.6641,79.45,66,87,2.13,overcast clouds
513,Adrar,MR,20.5022,-10.0711,73.02,18,35,10.33,scattered clouds
514,Waitati,NZ,-45.75,170.5667,57.79,54,0,12.37,clear sky
515,Decatur,US,39.8403,-88.9548,39.33,75,1,8.05,clear sky
516,Benemerito De Las Americas,MX,16.5167,-90.6439,70.2,99,97,2.28,overcast clouds
517,Hobyo,SO,5.3505,48.5268,79.32,75,58,4.43,broken clouds
518,Odweyne,SO,9.4092,45.064,65.48,33,18,3.13,few clouds
519,Whitehaven,GB,54.549,-3.5841,38.82,75,27,12.84,scattered clouds
520,Zhob,PK,31.3411,69.4481,56.1,23,15,4.81,few clouds
521,Peniche,PT,39.3558,-9.3811,55.62,83,89,16.26,light rain
522,Loja,EC,-3.9931,-79.2042,57.07,97,85,1.95,overcast clouds
523,Ambilobe,MG,-13.2,49.05,74.1,85,5,3.06,clear sky
524,Dom Pedro,BR,-4.4833,-44.45,75.15,87,76,3.58,broken clouds
525,Olinda,BR,-8.0089,-34.8553,80.33,78,75,8.05,broken clouds
526,Berlevag,NO,70.8578,29.0864,36.18,97,100,21.74,overcast clouds
527,Honiara,SB,-9.4333,159.95,83.34,74,54,2.91,broken clouds
528,Vizinga,RU,61.0749,50.1031,30.87,88,80,8.63,broken clouds
529,Paamiut,GL,61.994,-49.6678,33.3,99,100,16.98,snow
530,Mitu,CO,1.1983,-70.1733,72.64,98,100,1.45,moderate rain
531,Brenham,US,30.1669,-96.3977,57.36,75,90,6.91,mist
532,Otradnoye,RU,59.7775,30.8181,47.03,93,100,6.49,light rain
533,Jawad,IN,24.6,74.85,70.0,41,22,3.96,few clouds
534,Sola,VU,-13.8833,167.55,80.26,71,40,3.89,heavy intensity rain
535,Pochutla,MX,15.7432,-96.4661,77.83,88,85,3.06,overcast clouds
536,Taungdwingyi,MM,20.0167,95.55,81.18,80,43,3.83,scattered clouds
537,Ondjiva,AO,-17.0667,15.7333,65.57,23,9,3.15,clear sky
538,Tilichiki,RU,60.4667,166.1,26.13,85,100,6.29,overcast clouds
539,Correntina,BR,-13.3433,-44.6367,72.01,79,99,3.53,overcast clouds
540,Hofn,IS,64.2539,-15.2082,41.18,64,100,8.79,overcast clouds
541,Gasa,PS,31.5,34.4667,66.9,81,2,8.16,clear sky
542,Shirpur,IN,21.35,74.8833,74.8,43,86,3.51,overcast clouds
543,Katangli,RU,51.7102,143.2326,42.22,59,15,6.64,few clouds
544,Yambio,SS,4.5721,28.3955,67.44,98,100,4.18,overcast clouds
545,Husavik,IS,66.0449,-17.3389,42.71,80,6,8.16,clear sky
546,Maningrida,AU,-12.0667,134.2667,90.63,54,43,13.29,scattered clouds
547,Emerald,AU,-23.5333,148.1667,84.34,37,0,10.36,clear sky
548,Los Angeles,US,34.0522,-118.2437,77.88,78,90,0.0,mist
549,Gweta,BW,-20.1833,25.2333,75.69,42,80,7.05,broken clouds
550,Yulara,AU,-25.2406,130.9889,82.24,47,100,11.5,overcast clouds
551,Bakloh,IN,32.4667,75.9167,58.69,42,49,5.75,scattered clouds
552,Hovd,MN,48.0056,91.6419,11.21,35,23,6.44,few clouds
553,Santa Lucia,ES,27.9117,-15.5407,61.92,69,20,11.5,few clouds
554,Labytnangi,RU,66.6572,66.4183,33.3,89,100,13.2,overcast clouds
555,Sohag,EG,26.557,31.6948,71.89,47,0,7.31,clear sky
556,Acajutla,SV,13.5928,-89.8275,79.09,75,68,6.08,broken clouds
557,Marzuq,YE,14.4,46.4667,65.5,30,13,2.19,few clouds
558,Bakaly,RU,55.1789,53.8028,26.37,33,6,12.3,clear sky
559,Geraldton,AU,-28.7667,114.6,72.01,53,40,20.71,scattered clouds
560,Vanimo,PG,-2.6741,141.3028,85.66,71,100,5.77,overcast clouds
561,Ojinaga,MX,29.5667,-104.4167,63.41,72,1,17.27,clear sky
562,Iralaya,HN,15.0,-83.2333,77.7,84,32,3.87,scattered clouds
563,Victor Harbor,AU,-35.5667,138.6167,75.79,69,1,1.01,clear sky
564,Kropotkin,RU,45.4375,40.5756,55.24,96,87,3.13,overcast clouds
565,Bilma,NE,18.6853,12.9164,76.64,19,5,8.28,clear sky
566,Etchojoa,MX,26.9167,-109.6333,79.27,50,1,7.36,clear sky
567,Lazaro Cardenas,MX,17.9583,-102.2,78.31,84,95,3.69,overcast clouds
568,Changji,CN,44.0167,87.3167,18.39,93,90,8.95,light snow
569,Plastun,RU,44.7561,136.2939,49.64,58,95,2.24,overcast clouds
570,Wajir,KE,1.7471,40.0573,75.85,74,56,11.81,broken clouds
571,Swan Hill,AU,-35.3378,143.5544,75.11,40,0,12.24,clear sky
572,Alekseyevsk,RU,57.8406,108.3492,10.6,62,100,9.75,overcast clouds
573,Pingyin,CN,36.2831,116.4453,66.06,47,25,11.03,scattered clouds
574,Hami,CN,42.8,93.45,46.87,33,100,10.4,overcast clouds
575,Jiazi,CN,22.8779,116.067,76.77,73,92,11.79,overcast clouds
576,Christchurch,NZ,-43.5333,172.6333,58.91,52,75,8.01,broken clouds
577,Mbaiki,CF,3.8678,17.9892,69.57,98,99,1.14,overcast clouds
578,Yanam,IN,16.7333,82.2167,79.2,89,100,8.37,overcast clouds
579,Sobolevo,RU,54.4299,31.8996,42.12,92,68,8.9,broken clouds
580,Mareeba,AU,-17.0,145.4333,82.33,76,39,9.55,scattered clouds
581,San Ramon,US,37.7799,-121.978,66.88,74,1,5.75,clear sky
582,Antigonish,CA,45.6169,-61.9986,46.22,91,92,3.0,overcast clouds
583,Urumqi,CN,43.801,87.6005,14.95,93,90,8.95,light snow
584,San Jose,US,37.3394,-121.895,68.7,68,20,4.61,few clouds
585,Launceston,AU,-41.45,147.1667,72.61,53,39,7.0,scattered clouds
586,Monroe,US,43.1501,-77.6831,39.96,83,75,3.44,broken clouds
587,Rawson,AR,-43.3002,-65.1023,60.69,25,73,15.26,broken clouds
588,Karaj,IR,35.8355,51.0103,54.12,93,20,9.22,few clouds
589,Nampula,MZ,-15.1165,39.2666,66.94,96,7,3.78,clear sky
590,Pueblo,US,38.2545,-104.6091,55.98,49,1,5.75,clear sky
591,Hvolsvollur,IS,63.7533,-20.2243,39.81,89,100,5.23,overcast clouds
592,Nishihara,JP,26.1842,127.7558,78.46,55,40,12.66,scattered clouds
593,Mount Gambier,AU,-37.8333,140.7667,66.11,59,0,12.66,clear sky
594,Lampazos De Naranjo,MX,27.0167,-100.5167,61.45,95,98,11.03,moderate rain
595,Pailon,BO,-17.65,-62.75,81.5,69,52,6.64,broken clouds
596,Kihei,US,20.785,-156.4656,82.42,74,40,19.57,scattered clouds
597,Mackenzie,CA,55.2999,-123.1698,43.02,87,90,5.75,overcast clouds
598,Agadir,MA,30.4202,-9.5982,63.05,85,10,1.54,clear sky
599,Tombouctou,ML,20.0,-3.0,78.66,18,0,4.7,clear sky
600,Port Macquarie,AU,-31.4333,152.9167,76.96,60,99,12.08,overcast clouds
601,Tura,IN,25.5198,90.2201,73.94,64,34,1.21,scattered clouds
602,Malakal,SS,9.5334,31.6605,71.96,82,19,4.36,few clouds
603,Muli,MV,2.9167,73.5667,82.36,77,95,16.42,overcast clouds
604,Pingliang,CN,35.5392,106.6861,50.27,78,36,10.11,scattered clouds
605,Taltal,CL,-25.4,-70.4833,60.24,79,28,1.21,scattered clouds
606,Labrea,BR,-7.2586,-64.7981,73.92,85,100,2.84,overcast clouds
607,Mathathane,BW,-22.2687,28.7495,71.42,62,0,17.34,clear sky
608,Guna,IN,24.65,77.3167,70.27,44,26,3.8,scattered clouds
609,Chifeng,CN,42.2683,118.9636,54.73,32,0,9.48,clear sky
610,Houston,US,29.7633,-95.3633,63.88,87,90,1.01,mist
611,La Palma,US,33.8464,-118.0467,78.35,86,1,1.99,mist
612,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,20,3.44,few clouds
613,Okahandja,NA,-21.9833,16.9167,62.91,26,33,2.75,scattered clouds
614,Marawi,PH,7.9986,124.2928,75.65,67,79,3.53,broken clouds
615,Camacha,PT,33.0833,-16.3333,65.53,68,40,10.36,scattered clouds
616,Mizan Teferi,ET,6.9833,35.5833,63.79,59,65,2.21,broken clouds
617,Gornopravdinsk,RU,60.05,69.9,18.25,87,100,8.66,overcast clouds
618,Saint Anthony,US,45.0205,-93.218,38.84,67,20,1.01,few clouds
619,Powell,US,40.1578,-83.0752,38.88,77,1,0.0,clear sky
620,Xochistlahuaca,MX,16.7833,-98.25,72.21,97,26,1.59,scattered clouds
621,Zaragoza,ES,41.6561,-0.8773,46.45,76,0,7.0,clear sky
622,Raton,US,36.9034,-104.4391,41.34,65,1,4.61,clear sky
623,Ust-Maya,RU,60.4167,134.5333,22.21,86,52,3.22,broken clouds
624,Idlib,SY,35.9306,36.6339,47.59,84,9,2.71,clear sky
625,Mangit,UZ,40.5971,70.9607,47.48,45,100,12.1,overcast clouds
626,Kieta,PG,-6.2167,155.6333,84.18,72,96,4.92,light rain
627,Thaba-Tseka,LS,-29.522,28.6084,47.39,29,0,4.14,clear sky
628,Qandala,SO,11.472,49.8728,77.47,49,9,4.52,clear sky
629,Malanje,AO,-9.5402,16.341,63.86,96,100,1.81,overcast clouds
630,Lavrentiya,RU,65.5833,-171.0,24.06,77,100,14.29,overcast clouds
631,Garowe,SO,8.4054,48.4845,68.95,75,54,5.93,broken clouds
632,Nurota,UZ,40.5614,65.6886,41.09,56,100,15.93,overcast clouds
633,Virden,US,39.5009,-89.7679,36.39,74,11,4.45,few clouds
634,Serowe,BW,-22.3833,26.7167,69.06,65,6,7.47,clear sky
635,Villa Union,MX,23.2,-106.2333,82.02,80,0,4.32,clear sky
636,Omsukchan,RU,62.5333,155.8,11.25,92,36,3.24,scattered clouds
637,Asten,NL,51.4042,5.7486,44.85,89,63,4.12,broken clouds
638,Sungaipenuh,ID,-2.0833,101.3833,76.05,70,100,3.98,overcast clouds
639,Gravdal,NO,68.1214,13.5031,43.72,92,41,13.53,scattered clouds
640,Abu Zabad,SD,12.35,29.25,84.63,31,93,9.26,overcast clouds
641,Safaga,EG,26.7292,33.9365,71.55,50,0,15.75,clear sky
642,Verkhnyaya Inta,RU,65.9811,60.3094,34.3,80,100,24.74,overcast clouds
643,Pandan,PH,14.0453,124.1694,83.3,82,18,14.99,few clouds
644,Kot Samaba,PK,28.5522,70.4684,77.18,26,12,2.75,few clouds
645,Poso,ID,-1.3959,120.7524,86.92,65,32,4.81,scattered clouds
646,Baherden,TM,38.4362,57.4316,57.88,52,100,2.62,overcast clouds
647,Carupano,VE,10.6678,-63.2585,77.31,89,100,9.08,overcast clouds
648,Thinadhoo,MV,0.5333,72.9333,83.48,73,52,14.92,broken clouds
649,Sitka,US,57.0531,-135.33,44.49,81,90,6.91,light rain
650,Azuaga,ES,38.2667,-5.6833,41.97,88,1,4.54,clear sky
651,Luganville,VU,-15.5333,167.1667,80.13,80,100,7.85,overcast clouds
652,Lhokseumawe,ID,5.1801,97.1507,79.7,79,94,5.88,light rain
653,Newala,TZ,-10.9431,39.2787,67.75,83,62,4.9,broken clouds
654,Aborlan,PH,9.4352,118.5492,86.47,70,100,7.02,overcast clouds
655,Vila Do Maio,CV,15.1333,-23.2167,75.99,72,98,10.92,overcast clouds
656,Whitehorse,CA,60.7161,-135.0538,34.57,80,75,11.01,broken clouds
657,Fort Nelson,CA,58.8053,-122.7002,24.39,74,20,0.0,few clouds
658,Kisangani,CD,0.5167,25.2,69.12,98,100,0.65,overcast clouds
659,Kloulklubed,PW,7.0419,134.2556,86.5,68,89,16.87,overcast clouds
660,Pishin,PK,30.5803,66.9961,52.48,19,23,1.14,few clouds
661,Menongue,AO,-14.6585,17.691,67.62,57,69,4.16,broken clouds
662,Seoul,KR,37.5683,126.9778,58.51,67,40,3.44,haze
663,Kunming,CN,25.0389,102.7183,58.93,72,20,20.13,few clouds
664,Kanniyakumari,IN,8.0833,77.5667,78.93,82,100,5.32,light rain
665,Maues,BR,-3.3836,-57.7186,76.41,80,45,0.72,scattered clouds
666,Nizwa,OM,22.9333,57.5333,73.44,36,5,1.74,clear sky
667,Prachuap Khiri Khan,TH,12.2167,99.75,80.91,66,97,5.14,overcast clouds
668,Plettenberg Bay,ZA,-34.0527,23.3716,58.3,64,0,3.78,clear sky
669,Bonthe,SL,7.5264,-12.505,77.99,83,2,2.06,clear sky
670,Port Hardy,CA,50.6996,-127.4199,51.8,93,90,17.27,mist
671,Asfi,MA,32.2994,-9.2372,63.12,78,15,10.45,few clouds
672,Kalino,RU,58.2504,57.6085,22.24,67,67,6.13,broken clouds
673,Monkey Bay,MW,-14.0728,34.9201,81.05,58,46,5.5,scattered clouds
674,Altay,CN,47.8667,88.1167,7.12,62,41,1.95,scattered clouds
675,Belmonte,BR,-15.8631,-38.8828,77.5,91,100,3.62,overcast clouds
676,Rabo De Peixe,PT,37.8,-25.5833,67.28,98,75,14.97,broken clouds
677,Qeshm,IR,26.9581,56.2719,76.89,65,0,4.88,clear sky
678,Tzucacab,MX,20.0667,-89.05,68.41,68,54,2.93,broken clouds
679,Aswan,EG,24.0934,32.907,74.5,35,0,17.27,clear sky
680,Zhangye,CN,38.9342,100.4517,51.98,14,0,4.14,clear sky
681,San Pedro,PH,14.35,121.0167,90.32,61,40,2.3,scattered clouds
682,Brisbane,AU,-27.4679,153.0281,80.65,55,96,1.01,overcast clouds
683,Santa Vitoria,BR,-18.8386,-50.1214,73.76,77,56,3.06,broken clouds
684,Chumikan,RU,54.7183,135.315,36.5,58,100,8.55,overcast clouds
685,Necochea,AR,-38.5473,-58.7368,61.03,94,39,8.37,scattered clouds
